OSEBuildingID,BuildingType,PrimaryPropertyType,PropertyName,Address,TaxParcelIdentificationNumber,Neighborhood,YearBuilt,NumberofBuildings,NumberofFloors,PropertyGFATotal,PropertyGFAParking,PropertyGFABuilding(s),ListOfAllPropertyUseTypes,LargestPropertyUseType,LargestPropertyUseTypeGFA,SecondLargestPropertyUseType,SecondLargestPropertyUseTypeGFA,ThirdLargestPropertyUseType,ThirdLargestPropertyUseTypeGFA,ENERGYSTARScore,SiteEUI(kBtu/sf),SiteEUIWN(kBtu/sf),SourceEUI(kBtu/sf),SourceEUIWN(kBtu/sf),SiteEnergyUse(kBtu),SiteEnergyUseWN(kBtu),SteamUse(kBtu),Electricity(kBtu),NaturalGas(kBtu),DefaultData,TotalGHGEmissions,GHGEmissionsIntensity
21478.0,Campus,Mixed Use Property,Economy Market,1433 First Avenue,1976200105,DOWNTOWN,1900.0,1.0,2.0,49280.0,0.0,49280.0,"Food Sales, Office, Restaurant, Retail Store, Self-Storage Facility, Social/Meeting Hall",Retail Store,15614.0,Restaurant,9240.0,Social/Meeting Hall,8199.0,65.44972577696527,110.3000031,111.0,290.8999939,293.0,5437110.5,5469793.5,0.0,4128496.0,1308614.0,False,98.28,1.99
21481.0,Campus,Low-Rise Multifamily,Sanitary Market,1525 FIrst Avenue,1976200210,DOWNTOWN,1942.0,1.0,4.0,45500.0,0.0,45500.0,"Bar/Nightclub, Food Sales, Multifamily Housing, Restaurant, Retail Store, Self-Storage Facility",Multifamily Housing,22669.0,Retail Store,10455.0,Restaurant,3668.0,65.44972577696527,85.19999695,85.19999695,267.5,267.5,3778355.0,3778355.0,0.0,3778355.0,0.0,False,26.34,0.58
21482.0,Campus,Restaurant,Corner Market,1501 1st Avenue,1976200230,DOWNTOWN,1912.0,1.0,2.0,25380.0,0.0,25380.0,"Food Sales, Office, Restaurant",Restaurant,17114.0,Food Sales,6426.0,Office,1840.0,65.44972577696527,271.8999939,270.6000061,549.2000122,545.2000122,6901554.0,6868711.5,0.0,3202277.0,3699277.0,False,218.79,0.88
21483.0,NonResidential,Small- and Mid-Sized Office,(ID21483) Madore Building,1501 Western Avenue,1976200300,DOWNTOWN,1915.0,1.0,6.0,40715.0,0.0,40715.0,"Non-Refrigerated Warehouse, Office, Retail Store",Office,20895.0,Retail Store,16260.0,Non-Refrigerated Warehouse,3560.0,65.44972577696527,69.5,70.69999695,190.1000061,193.8999939,2827772.75,2877728.5,0.0,2282146.0,545627.0,False,44.89,1.1
21488.0,NonResidential,Mixed Use Property,E0010 - Elliott Court,2103-2107 Elliott Avenue,1977200245,DOWNTOWN,1990.0,1.0,4.0,82065.0,34800.0,47265.0,"Office, Parking, Retail Store",Parking,36036.0,Office,27594.0,Retail Store,13945.0,91.0,41.29999924,43.79999924,129.8000031,137.5,1717130.875,1818635.25,0.0,1717131.0,0.0,False,11.97,0.15
21495.0,NonResidential,Small- and Mid-Sized Office,Alaska Trade Building,1917 1St Ave,1977200420,DOWNTOWN,1910.0,1.0,4.0,36160.0,0.0,36160.0,Office,Office,36160.0,RAS,0.0,RAS,0.0,47.0,51.5,53.20000076,161.6999969,166.8999939,1862176.875,1921962.0,0.0,1862177.0,0.0,False,12.98,0.36
21496.0,NonResidential,Mixed Use Property,Soames Dunn Building,1916 Pike Place,1977200425,DOWNTOWN,1918.0,1.0,1.0,34617.0,0.0,34617.0,"Food Sales, Manufacturing/Industrial Plant, Office, Other - Entertainment/Public Assembly, Other - Restaurant/Bar, Restaurant, Retail Store, Self-Storage Facility",Other - Restaurant/Bar,6455.0,Office,5813.0,Manufacturing/Industrial Plant,5581.0,65.44972577696527,148.3999939,148.0,325.2000122,324.0,5136604.5,5123179.0,0.0,2805989.0,2330615.0,False,143.34,4.14
21505.0,NonResidential,Small- and Mid-Sized Office,U0010 - Union Stables,2200 Western Avenue,1977200605,DOWNTOWN,1909.0,1.0,5.0,66900.0,0.0,66900.0,Office,Office,68048.0,RAS,0.0,RAS,0.0,100.0,24.0,24.0,73.59999847,73.59999847,1634178.25,1634178.25,0.0,1574921.0,59257.0,False,14.13,0.21
21506.0,NonResidential,Mixed Use Property,Scargo Apartments,2205 1st Ave,1977200610,DOWNTOWN,1910.0,1.0,3.0,29340.0,0.0,29340.0,"Multifamily Housing, Office, Restaurant",Office,12714.0,Multifamily Housing,11592.0,Restaurant,2836.0,65.44972577696527,79.59999847,87.30000305,148.1999969,157.6000061,2160420.0,2370772.25,0.0,839832.0,1320588.0,False,75.99,2.59
21508.0,NonResidential,Other,White and Hitchcock,2234 1st Ave,1977200625,DOWNTOWN,1930.0,0.0,2.0,22710.0,0.0,22710.0,Food Service,Food Service,22710.0,RAS,0.0,RAS,0.0,65.44972577696527,12.69999981,12.69999981,39.79999924,39.79999924,287763.5,287763.5,0.0,287763.0,0.0,False,2.01,0.09
21515.0,NonResidential,Small- and Mid-Sized Office,RDM Building,1938 Fairview Ave E,2025049030,LAKE UNION,2000.0,1.0,3.0,50499.0,13540.0,36959.0,"Office, Parking",Office,36959.0,Parking,13540.0,RAS,0.0,13.0,86.69999695,86.69999695,272.2000122,272.2000122,3205182.5,3205182.5,0.0,3202764.0,2418.0,False,22.46,0.44
21520.0,NonResidential,Small- and Mid-Sized Office,1910 Fairview - new,1910 Fairview,2025049040,LAKE UNION,1964.0,1.0,5.0,54465.0,9605.0,44860.0,"Office, Parking",Office,57972.0,Parking,0.0,RAS,0.0,68.0,62.09999847,63.09999847,182.3999939,183.5,3600571.25,3658985.5,0.0,3251200.0,349371.0,False,41.22,0.76
21521.0,NonResidential,K-12 School,ST NICHOLAS SCHOOL,1501 10TH AVE E,2025049052,EAST,1930.0,1.0,2.0,45960.0,0.0,45960.0,K-12 School,K-12 School,45960.0,RAS,0.0,RAS,0.0,56.0,90.69999695,102.5,133.1999969,145.6000061,4167253.75,4711474.0,0.0,834638.0,3332616.0,False,182.81,3.98
21530.0,NonResidential,Small- and Mid-Sized Office,Space Needle Building,203 6th Avenue N,1991200520,LAKE UNION,1959.0,1.0,2.0,21128.0,0.0,21128.0,Office,Office,21128.0,RAS,0.0,RAS,0.0,97.0,20.70000076,20.70000076,64.90000153,64.90000153,436604.0938,436604.0938,0.0,436604.0,0.0,False,3.04,0.14
21533.0,NonResidential,Mixed Use Property,Hyatt Place,110 6th Ave N,1991200695,LAKE UNION,2008.0,1.0,4.0,274442.0,0.0,274442.0,"Hotel, Multifamily Housing, Parking, Retail Store",Hotel,108763.0,Parking,105499.0,Multifamily Housing,0.0,65.44972577696527,54.20000076,56.29999924,128.1999969,132.6000061,9155568.0,9512996.0,0.0,5764988.0,3390579.0,False,220.26,0.8
21534.0,NonResidential,Small- and Mid-Sized Office,Little Wing,120 6th Ave N,1991200705,LAKE UNION,2013.0,1.0,3.0,51552.0,0.0,51552.0,"Data Center, Office",Office,54150.0,Data Center,650.0,RAS,0.0,65.44972577696527,28.10000038,28.10000038,88.19999695,88.19999695,1539066.375,1539066.375,0.0,1539066.0,0.0,False,10.73,0.21
21535.0,NonResidential,Hotel,Travelodge - WA - Seattle - 07033,200 6th Ave N,1991200765,LAKE UNION,1959.0,1.0,4.0,38520.0,0.0,38520.0,Hotel,Hotel,38500.0,RAS,0.0,RAS,0.0,37.0,72.80000305,74.69999695,163.1999969,168.8999939,2804534.0,2874815.0,0.0,1597279.0,1207255.0,False,75.25,1.95
21537.0,NonResidential,Hotel,Seattle Pacific Hotel,325 Aurora Ave N,1991200800,LAKE UNION,1961.0,1.0,3.0,29186.0,4256.0,24930.0,Hotel,Hotel,19000.0,RAS,0.0,RAS,0.0,95.0,45.59999847,45.59999847,85.69999695,85.69999695,867184.375,867184.375,0.0,343234.0,523951.0,False,30.22,1.04
21546.0,NonResidential,Worship Facility,Seattle Unity Church,200 8th Avenue N,1991201375,LAKE UNION,1960.0,1.0,1.0,27338.0,0.0,27338.0,Worship Facility,Worship Facility,27338.0,RAS,0.0,RAS,0.0,56.0,21.29999924,25.0,66.80000305,78.40000153,581289.0,682542.8125,0.0,581289.0,0.0,False,4.05,0.15
21795.0,NonResidential,Other,Ignatius Hall,2400 11th Ave East,2025049007,EAST,1999.0,1.0,2.0,85750.0,65640.0,20110.0,"K-12 School, Parking",Parking,65000.0,K-12 School,20000.0,RAS,0.0,65.44972577696527,102.3000031,113.9000015,177.3000031,191.6999969,2045592.0,2278550.5,0.0,669413.0,1376179.0,False,77.76,0.91
21549.0,NonResidential,Laboratory,410 W. Harrison,410 W. Harrison St.,1992200045,MAGNOLIA / QUEEN ANNE,1962.0,1.0,2.0,34416.0,0.0,34416.0,"Laboratory, Office, Parking",Laboratory,20649.0,Office,13767.0,Parking,2000.0,65.44972577696527,51.90000153,53.90000153,650.5,657.2000122,12015936.0,12512916.0,0.0,4675400.0,7340535.0,False,422.45,0.88
21550.0,NonResidential,Small- and Mid-Sized Office,Bayview Building,129 1st Avenue West,1992200400,MAGNOLIA / QUEEN ANNE,1930.0,1.0,3.0,45864.0,0.0,45864.0,Office,Office,45864.0,RAS,0.0,RAS,0.0,94.0,56.5,66.19999695,81.19999695,91.40000153,2590622.0,3034554.5,0.0,480350.0,2110272.0,False,115.43,2.52
21557.0,NonResidential,K-12 School,Lakeside Middle School,13510 1st Ave NE,2026049022,NORTHWEST,1999.0,1.0,2.0,49252.0,0.0,49252.0,K-12 School,K-12 School,61099.0,RAS,0.0,RAS,0.0,23.0,57.09999847,63.40000153,119.4000015,127.1999969,3485865.5,3870672.5,0.0,1738749.0,1747116.0,False,104.91,2.13
21570.0,SPS-District K-12,K-12 School,Hazel Wolf K-8 at Pinehurst,11530 12th Ave. N.E.,2044500390,North,1950.0,1.0,1.0,34005.0,0.0,34005.0,K-12 School,K-12 School,50337.0,RAS,0.0,RAS,0.0,94.0,19.70000076,19.70000076,59.0,59.0,991918.0,991918.0,0.0,921835.0,70083.0,True,10.15,0.3
21578.0,SPS-District K-12,K-12 School,Genesee Hill Elementary,5012 S.W. Genesee St.,2095200005,SOUTHWEST,1949.0,1.0,1.0,41221.0,0.0,41221.0,K-12 School,K-12 School,60814.0,RAS,0.0,RAS,0.0,83.0,36.90000153,36.90000153,93.09999847,93.09999847,2246747.5,2246747.5,0.0,1579221.0,667526.0,True,46.46,1.13
21580.0,NonResidential,Small- and Mid-Sized Office,Galer,214 Galer St,2107700160,LAKE UNION,1987.0,1.0,3.0,33176.0,0.0,33176.0,"Office, Parking",Office,33176.0,Parking,15000.0,RAS,0.0,89.0,43.0,45.59999847,99.5,102.1999969,1426279.5,1513388.25,0.0,862441.0,563838.0,False,35.96,1.08
21582.0,NonResidential,Retail Store,WSECU - 4,1500 Fairview Ave E,2107700260,LAKE UNION,1993.0,1.0,3.0,25194.0,3764.0,21430.0,"Medical Office, Office, Retail Store",Retail Store,10751.0,Medical Office,8044.0,Office,2635.0,65.44972577696527,87.69999695,92.40000153,184.6999969,188.0,1878742.875,1980961.25,0.0,950029.0,928714.0,False,55.95,2.22
21601.0,SPS-District K-12,K-12 School,Dunlap Elementary,4525 S. Cloverdale St.,2123700235,SOUTHEAST,2000.0,1.0,2.0,75605.0,0.0,75605.0,K-12 School,K-12 School,75605.0,RAS,0.0,RAS,0.0,83.0,30.10000038,32.5,73.59999847,76.19999695,2274873.5,2457541.75,0.0,1520396.0,754477.0,True,50.67,0.67
21604.0,SPS-District K-12,K-12 School,South Lake High,8601 Rainier Ave S,2123700250,SOUTHEAST,2008.0,1.0,2.0,29525.0,0.0,29525.0,K-12 School,K-12 School,29525.0,RAS,0.0,RAS,0.0,77.0,44.0,46.40000153,114.4000015,117.0,1297812.75,1369340.75,0.0,964739.0,333074.0,True,24.42,0.83
21611.0,NonResidential,Worship Facility,Seattle Chinese Baptist Church,5801 Beacon Avenue South,2124049098,GREATER DUWAMISH,1977.0,1.0,2.0,21948.0,0.0,21948.0,Worship Facility,Worship Facility,21948.0,RAS,0.0,RAS,0.0,80.0,14.89999962,14.89999962,46.59999847,46.59999847,326001.1875,326001.1875,0.0,326001.0,0.0,False,2.27,0.1
21613.0,NonResidential,Other,Broadmoor Golf Club,2340 Broadmoor Dr. East,2125049032,EAST,1927.0,1.0,3.0,31191.0,0.0,31191.0,"Other - Recreation, Self-Storage Facility",Other - Recreation,30095.0,Self-Storage Facility,1096.0,RAS,0.0,65.44972577696527,188.3999939,192.8000031,407.1000061,407.7999878,5876439.0,6014124.0,0.0,3123654.0,2752785.0,False,167.98,5.39
21616.0,SPS-District K-12,K-12 School,Olympic Hills Elementary,13018 20th Ave. N.E.,2126049041,NORTH,1954.0,1.0,1.0,42292.0,0.0,42292.0,K-12 School,K-12 School,43188.0,RAS,0.0,RAS,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0
21617.0,NonResidential,Other,Bill Pierre Ford Service and Parts,12531 30th Ave NE,2126049136,NORTH,1947.0,1.0,1.0,37377.0,0.0,37377.0,"Office, Repair Services (Vehicle, Shoe, Locksmith, etc), Retail Store","Repair Services (Vehicle, Shoe, Locksmith, etc)",31303.0,Retail Store,3468.0,Office,840.0,65.44972577696527,85.40000153,98.69999695,153.0,167.0,3040978.0,3515178.25,0.0,1078845.0,1962133.0,False,111.73,2.99
21622.0,NonResidential,Warehouse,1001 S Myrtle St,1001 S Myrtle St,2136200605,GREATER DUWAMISH,1977.0,1.0,1.0,29380.0,0.0,29380.0,"Non-Refrigerated Warehouse, Office, Other",Non-Refrigerated Warehouse,16768.0,Office,6837.0,Other,5775.0,33.0,29.10000038,29.89999962,91.5,93.90000153,856088.625,878933.3125,0.0,856089.0,0.0,False,5.97,0.2
21656.0,NonResidential,Worship Facility,Japanese Baptist Church,160 Broadway,2197600015,EAST,1922.0,1.0,2.0,22688.0,0.0,22688.0,Worship Facility,Worship Facility,22688.0,RAS,0.0,RAS,0.0,87.0,14.60000038,17.29999924,36.40000153,41.5,331675.0,391818.4063,0.0,228628.0,103047.0,False,7.07,0.31
21687.0,NonResidential,Other,DES Seattle Alaska St. Building,3411 S Alaska Street,2224049003,SOUTHEAST,1962.0,1.0,2.0,22364.0,0.0,22364.0,"Adult Education, Parking",Adult Education,22364.0,Parking,0.0,RAS,0.0,65.44972577696527,65.59999847,72.69999695,116.4000015,123.9000015,1467029.75,1625774.5,0.0,508870.0,958160.0,False,54.44,2.43
21689.0,NonResidential,Small- and Mid-Sized Office,Dept of Social & Health Services (WSDSHS) - COPY FOR MAKENSAY,3600 S. Graham St.,2224049035,GREATER DUWAMISH,1982.0,1.0,2.0,41262.0,0.0,41262.0,Office,Office,40738.0,RAS,0.0,RAS,0.0,84.0,46.70000076,49.09999847,146.6999969,154.3000031,1903455.875,2001403.875,0.0,1903455.0,0.0,False,13.27,0.32
21716.0,NonResidential,Small- and Mid-Sized Office,223 Taylor Avenue North,223 Taylor Avenue North,1991200270,LAKE UNION,1953.0,1.0,2.0,43183.0,0.0,43183.0,"Data Center, Office",Office,26580.0,Data Center,11497.0,RAS,0.0,65.44972577696527,194.6000061,199.3000031,562.4000244,567.2999878,7408342.0,7588115.5,0.0,6523873.0,884468.0,False,92.45,2.14
21723.0,NonResidential,Worship Facility,FAIRVIEW CHURCH (ID21723),7801 ROOSEVELT WAY NE,2464400730,NORTH,1908.0,1.0,3.0,45680.0,0.0,45680.0,Worship Facility,Worship Facility,45680.0,RAS,0.0,RAS,0.0,79.0,45.5,52.40000153,71.0,78.59999847,2077039.375,2394061.75,0.0,509352.0,1567688.0,False,86.81,1.9
21741.0,NonResidential,Senior Care Community,Mirabella Seattle,116 Fairview Ave. N.,2468400005,LAKE UNION,2006.0,1.0,14.0,724148.0,0.0,724148.0,Senior Care Community,Senior Care Community,726000.0,RAS,0.0,RAS,0.0,8.0,52.09999847,53.90000153,122.9000015,124.9000015,37797084.0,39120828.0,0.0,23718388.0,14078694.0,False,913.07,1.26
21768.0,NonResidential,Worship Facility,Mars Hill Church West Seattle,7551 35th Ave. SW,2492200485,SOUTHWEST,1957.0,1.0,1.0,23562.0,0.0,23562.0,"Office, Worship Facility",Worship Facility,18278.0,Office,15212.0,RAS,0.0,96.0,15.89999962,15.89999962,49.90000153,49.90000153,531737.1875,531737.1875,0.0,531737.0,0.0,False,3.71,0.16
21772.0,NonResidential,Small- and Mid-Sized Office,Workshops Seattle Ballard LLC,700 NW 42ns St,2516000050,Ballard,1999.0,1.0,4.0,28844.0,0.0,28844.0,"Office, Other",Office,10292.0,Other,10200.0,RAS,0.0,65.44972577696527,44.40000153,47.5,139.5,149.1000061,910718.6875,973080.1875,0.0,910718.0,0.0,False,6.35,0.22
21774.0,SPS-District K-12,K-12 School,West Seattle Elementary,6760 34th Ave. S.W.,2524039050,DELRIDGE,1988.0,1.0,2.0,54528.0,0.0,54528.0,K-12 School,K-12 School,54285.0,RAS,0.0,RAS,0.0,75.0,36.29999924,37.29999924,114.0999985,117.0999985,1972078.625,2024296.625,0.0,1972078.0,0.0,True,13.75,0.25
21783.0,NonResidential,Warehouse,(ID21783) 601 SOUTH ALASKA,601 S Alaska St,2024049004,GREATER DUWAMISH,1989.0,1.0,1.0,21101.0,0.0,21101.0,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,18373.0,Office,2728.0,RAS,0.0,65.44972577696527,32.0,38.79999924,50.59999847,57.79999924,675772.875,819493.125,0.0,171716.0,504057.0,False,27.97,1.33
21784.0,NonResidential,Refrigerated Warehouse,Sun Food Trading Co,4715 6th Ave S,2024049006,GREATER DUWAMISH,1914.0,1.0,2.0,45594.0,0.0,45594.0,Refrigerated Warehouse,Refrigerated Warehouse,45594.0,RAS,0.0,RAS,0.0,75.0,29.60000038,29.20000076,93.09999847,91.5,1351267.875,1329148.25,0.0,1351268.0,0.0,False,9.42,0.21
21785.0,NonResidential,Other,AM Building,5907 4th Ave So,2024049009,GREATER DUWAMISH,1950.0,1.0,1.0,26660.0,0.0,26660.0,Manufacturing/Industrial Plant,Manufacturing/Industrial Plant,26660.0,RAS,0.0,RAS,0.0,65.44972577696527,84.09999847,84.09999847,264.0,264.0,2241280.5,2241280.5,0.0,2241280.0,0.0,False,15.62,0.59
21786.0,NonResidential,Warehouse,(ID21786) 615 S ALASKA,615 S ALASKA ST,2024049035,GREATER DUWAMISH,1975.0,1.0,1.0,28126.0,0.0,28126.0,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,21780.0,Office,6346.0,RAS,0.0,44.0,31.0,34.40000153,77.0,82.30000305,870625.8125,966168.625,0.0,598370.0,272256.0,False,18.63,0.66
21787.0,NonResidential,Warehouse,NWCP-SEA OC Bldg,6020 6th Ave S,2024049036,GREATER DUWAMISH,1964.0,1.0,1.0,35000.0,0.0,35000.0,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,35000.0,RAS,0.0,RAS,0.0,53.0,10.80000019,10.80000019,34.0,34.0,378714.4063,378714.4063,0.0,378714.0,0.0,False,2.64,0.08
21792.0,NonResidential,Warehouse,OTM 162,5964 6th Ave. S,2024049059,GREATER DUWAMISH,1962.0,1.0,1.0,26150.0,0.0,26150.0,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,26150.0,RAS,0.0,RAS,0.0,6.0,46.20000076,50.59999847,113.6999969,117.0999985,1208407.625,1322416.75,0.0,815508.0,392900.0,False,26.55,1.02
21793.0,NonResidential,Small- and Mid-Sized Office,5950 6th Avenue S. Building,5950 6th Avenue S.,2024049068,GREATER DUWAMISH,1967.0,1.0,2.0,24000.0,0.0,24000.0,Office,Office,24000.0,RAS,0.0,RAS,0.0,73.0,45.40000153,47.90000153,142.3999939,150.3000031,1088556.25,1148448.75,0.0,1088556.0,0.0,False,7.59,0.32
21794.0,NonResidential,K-12 School,Peyton,2400 11th Ave East,2025049007,EAST,1968.0,1.0,5.0,43594.0,0.0,43594.0,K-12 School,K-12 School,40809.0,RAS,0.0,RAS,0.0,38.0,60.70000076,66.19999695,128.5,134.1999969,2478045.5,2699616.0,0.0,1264732.0,1213313.0,False,73.26,1.68
21822.0,NonResidential,Distribution Center,Care Medical Equipment,4135 Stone Way North,2293900185,LAKE UNION,1912.0,1.0,1.0,28080.0,0.0,28080.0,"Distribution Center, Office",Distribution Center,25580.0,Office,2500.0,RAS,0.0,65.44972577696527,28.29999924,31.79999924,67.90000153,73.59999847,794724.625,892651.125,0.0,513012.0,281713.0,False,18.54,0.66
21879.0,NonResidential,Senior Care Community,HEALTH AND REHAB OF NORTH SEATTLE,13333 GREENWOOD AVE N,2426039037,NORTHWEST,1954.0,1.0,2.0,51298.0,0.0,51298.0,Senior Care Community,Senior Care Community,51298.0,RAS,0.0,RAS,0.0,85.0,110.1999969,114.0,201.1000061,205.8999939,5655578.0,5847878.5,0.0,2094607.0,3560971.0,False,203.73,3.97
21883.0,NonResidential,Worship Facility,Shoreline,102 N 132nd St,2426039065,NORTHWEST,1962.0,1.0,1.0,22047.0,0.0,22047.0,"Parking, Worship Facility",Worship Facility,22898.0,Parking,0.0,RAS,0.0,100.0,11.60000038,11.89999962,36.40000153,37.40000153,265774.9063,272664.4063,0.0,265775.0,0.0,False,1.85,0.08
21893.0,NonResidential,Warehouse,South Park,9125 10th Ave S,2433700015,GREATER DUWAMISH,1979.0,1.0,1.0,31600.0,0.0,31600.0,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,31600.0,RAS,0.0,RAS,0.0,3.0,106.4000015,118.0999985,219.8000031,232.0,3363535.5,3731853.25,0.0,1633306.0,1730229.0,False,103.28,3.27
21894.0,NonResidential,Warehouse,821 WEARHOUSE,821 SO BARTON ST,2433700068,GREATER DUWAMISH,2007.0,1.0,1.0,35289.0,0.0,35289.0,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,35289.0,RAS,0.0,RAS,0.0,63.0,24.79999924,28.60000038,55.09999847,62.09999847,876425.0,1010737.813,0.0,490823.0,385602.0,False,23.9,0.68
21896.0,NonResidential,Warehouse,PNP Properties Building,860 South Cambridge Street,2433700074,GREATER DUWAMISH,1981.0,1.0,1.0,28920.0,0.0,28920.0,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,30000.0,RAS,0.0,RAS,0.0,50.0,58.29999924,68.5,80.69999695,91.30000305,1750419.0,2053772.75,0.0,279044.0,1471375.0,False,80.09,2.77
21897.0,NonResidential,Warehouse,9243 10TH AVE S (ID21897),9243 10TH AVE S,2433700075,GREATER DUWAMISH,1978.0,1.0,1.0,22176.0,0.0,22176.0,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,22176.0,RAS,0.0,RAS,0.0,60.0,33.20000076,33.70000076,47.79999924,49.29999924,736428.625,746905.625,0.0,137469.0,598959.0,False,32.77,1.48
21898.0,NonResidential,Warehouse,Halfon Candy Company,9229 10th Avenue South,2433700076,GREATER DUWAMISH,1978.0,1.0,1.0,31300.0,0.0,31300.0,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,31300.0,RAS,0.0,RAS,0.0,89.0,11.60000038,12.69999981,26.89999962,28.10000038,362874.0,398438.5938,0.0,220913.0,141961.0,True,9.08,0.29
21902.0,NonResidential,Warehouse,Samson,9928 10th Ave South,2433700165,GREATER DUWAMISH,1979.0,1.0,1.0,22000.0,0.0,22000.0,"Non-Refrigerated Warehouse, Parking",Non-Refrigerated Warehouse,22000.0,Parking,0.0,RAS,0.0,14.0,31.79999924,31.79999924,100.0,100.0,700627.625,700627.625,0.0,700628.0,0.0,True,4.88,0.22
21904.0,NonResidential,Small- and Mid-Sized Office,Northgate Exec Center A,115 NE 100th Street,2434900010,NORTH,1974.0,1.0,3.0,39927.0,0.0,39927.0,"Office, Parking",Office,39541.0,Parking,0.0,RAS,0.0,38.0,90.19999695,96.90000153,283.3999939,304.2999878,3568419.5,3832168.5,0.0,3568419.0,0.0,False,24.88,0.62
21905.0,NonResidential,Other,Seattle Athletic Club,333 NE 97th,2434900060,NORTH,1979.0,1.0,1.0,30610.0,0.0,30610.0,"Office, Other - Recreation",Other - Recreation,23320.0,Office,7290.0,RAS,0.0,65.44972577696527,140.3000031,147.5,283.8999939,291.3999939,4294550.0,4513728.0,0.0,1999987.0,2294563.0,False,135.81,4.44
21907.0,NonResidential,Medical Office,North Seattle Professional Center,9730 3rd Avenue NE,2434900090,NORTH,1980.0,1.0,2.0,26930.0,6350.0,20580.0,Medical Office,Medical Office,26930.0,RAS,0.0,RAS,0.0,64.0,37.20000076,37.20000076,116.9000015,116.9000015,1002995.0,1002995.0,0.0,1002995.0,0.0,False,6.99,0.26
21909.0,NonResidential,Medical Office,311 NGT Northgate Med,9800 4th Ave NE,2434900130,NORTH,1968.0,1.0,2.0,38745.0,0.0,38745.0,"Medical Office, Parking",Medical Office,65069.0,Parking,0.0,RAS,0.0,76.0,44.40000153,47.20000076,119.0,122.9000015,2890379.0,3073612.0,0.0,2251578.0,638800.0,False,49.62,1.28
21913.0,NonResidential,Self-Storage Facility,CORRY'S DRYCLEANING (ID21913),4640 UNION BAY PL NE,2436200935,NORTHEAST,1959.0,1.0,2.0,20296.0,0.0,20296.0,Self-Storage Facility,Self-Storage Facility,20296.0,RAS,0.0,RAS,0.0,65.44972577696527,42.20000076,42.20000076,132.3999939,132.3999939,855665.125,855665.125,0.0,855665.0,0.0,False,5.97,0.29
21916.0,NonResidential,Mixed Use Property,Union Bay Plaza,4540 Union Bay Plaza NE,2436201005,NORTHEAST,1945.0,1.0,2.0,22135.0,0.0,22135.0,"Medical Office, Non-Refrigerated Warehouse, Office, Retail Store",Medical Office,10388.0,Office,8116.0,Retail Store,3200.0,65.44972577696527,55.0,59.5,135.8000031,141.1000061,1261634.5,1365716.125,0.0,858099.0,403535.0,False,27.41,1.24
21917.0,NonResidential,Medical Office,Lakeview Medical Building,3216 NE 45th Place,2436201055,NORTHEAST,1967.0,1.0,3.0,38378.0,0.0,38378.0,"Medical Office, Parking",Medical Office,35066.0,Parking,3312.0,RAS,0.0,86.0,46.90000153,51.5,92.80000305,96.59999847,1645605.125,1807593.875,0.0,729620.0,915985.0,False,53.73,1.4
21920.0,NonResidential,Warehouse,Bowman Building 9742,4625 Union Way Place,2437200015,NORTHEAST,1980.0,1.0,2.0,33576.0,0.0,33576.0,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,33576.0,RAS,0.0,RAS,0.0,64.0,38.0,43.70000076,64.19999695,70.09999847,1275231.75,1466199.875,0.0,390124.0,885108.0,False,49.73,1.48
21921.0,NonResidential,Supermarket/Grocery Store,Safeway 0488 - 45th St,3020 NE 45th St,2437200030,NORTHEAST,1975.0,1.0,1.0,33005.0,0.0,33005.0,"Parking, Supermarket/Grocery Store",Supermarket/Grocery Store,34982.0,Parking,0.0,RAS,0.0,21.0,51.90000153,53.90000153,131.0,134.25,10642754.0,10821972.0,0.0,7359683.0,3283070.0,False,225.67,6.84
